Customer ID,CLV
12347,3000.8335514299547
12348,1005.176466657531
12352,2363.3135336582795
12356,781.2322296449603
12358,1508.8657786132703
12359,4870.097219694607
12360,2298.22932617151
12362,4669.741198685805
12363,672.2559070451168
12364,1995.7372235908624
12370,1756.7788744378106
12371,1858.2633387694789
12372,1137.7367370250367
12375,1204.458990987148
12377,740.8469733662181
12379,1038.567256106918
12380,3157.4002893013817
12381,1767.627657553327
12383,1287.3026108220085
12384,1156.72992774232
12386,406.55497027790426
12388,2279.902101493167
12393,1236.0709811881009
12394,1362.741200166165
12395,2340.273178692362
12397,2327.3875292699227
12399,1219.0377147752638
12406,2559.0892407726014
12407,1853.710167844483
12408,2378.584271333973
12409,6379.074649214791
12412,1505.9343712537855
12413,565.1829615580945
12414,704.619643968617
12415,95943.5880622551
12417,2921.5414129921533
12421,903.5116384158798
12422,802.0755995283305
12423,1609.2803496670924
12427,687.8938970115781
12428,3157.565922932024
12429,2102.857583897463
12431,4910.303615216414
12432,2767.7017453714902
12433,8586.504376419403
12434,865.5865974365302
12435,3654.9734982680125
12437,4144.723412755179
12438,3383.245920858543
12444,4726.223822233473
12449,4445.9536734611
12450,677.812791668263
12451,5275.697876002673
12455,1102.8456448216411
12456,2530.839260198074
12457,2260.7915063146484
12458,795.5097880619066
12461,868.5873584777139
12462,695.8005851028856
12463,1472.0388753178977
12464,1256.9837740298765
12465,935.2193575874321
12468,731.3849174963278
12471,13704.932988734334
12472,3968.297595951491
12473,4446.341940088727
12474,6301.161314973878
12476,5509.8487737118
12477,9740.000991246798
12480,2249.9544878435363
12481,4397.80208245247
12483,1913.652066507099
12484,3049.860109248845
12488,2549.583567228027
12490,4114.4210500486515
12492,1009.1386434580269
12493,728.8861697590165
12494,1235.8341489640784
12498,1433.9216656751096
12500,3555.009469676722
12502,2980.7539301120974
12504,1468.906905695599
12507,1097.7361717441931
12508,1742.0966633198716
12510,566.0847564971804
12516,1379.188410814727
12517,2642.9133121803634
12518,3874.192019086333
12520,1955.404726010694
12522,1379.8027678419276
12523,1770.2207031765806
12524,3714.2017458972314
12526,2348.7660241547137
12527,534.5468865965282
12528,1605.366253855478
12530,1342.0495866574963
12535,921.04079071986
12536,19349.566415057656
12539,3332.146590470281
12540,9966.91174950751
12541,992.3312936764518
12545,740.8089127414667
12546,1711.1271858590906
12547,432.85522089252885
12552,1574.3827369853457
12553,2839.325674092102
12556,997.567179847504
12557,8466.170770789666
12559,405.9608131765328
12560,1873.4343348517855
12562,4576.107295772034
12567,6180.166740312144
12569,4400.910893784566
12571,1124.9291775319034
12572,2281.0956735864984
12576,1291.8062065856545
12577,627.846229414116
12578,1187.6324012741095
12582,626.3211319862935
12583,5140.852049339278
12584,2188.2113983176937
12585,850.9765774296495
12589,1327.9493596634693
12592,693.8573509722805
12593,696.5695832116297
12594,2882.405374010477
12596,759.4441131871779
12597,3461.6457792301994
12598,2528.039988515468
12599,1129.8523213635538
12600,2222.062948496753
12601,713.5612012520335
12604,481.8639802156055
12609,1026.85116038268
12610,2628.3962679220426
12613,2724.96982688774
12615,2784.1838232013733
12616,730.2845639252287
12619,3937.850302486349
12620,1386.780561897875
12621,10413.514837465453
12624,949.9670940397242
12625,1059.527765459937
12626,4924.645519181872
12627,6407.262536467669
